0.110E-04	0.145E-11
0.200E-04	0.120E-11
0.360E-04	0.111E-1
0.630E-04	0.120E-11
0.110E-03	0.154E-11
0.200E-03	0.233E-11
0.360E-03	0.386E-11
0.630E-03	0.651E-11
0.110E-02	0.112E-10
0.200E-02	0.200E-10
0.360E-02	0.356E-10
0.630E-02	0.612E-10
0.110E-01	0.101E-09
0.200E-01	0.180E-09
0.360E-01	0.298E-09
0.630E-01	0.463E-09
0.820E-01	0.558E-09
0.860E-01	0.577E-09
0.900E-01	0.596E-09
0.940E-01	0.614E-09
0.980E-01	0.631E-09
0.105E-00	0.661E-09
1.150E-01	0.701E-09
1.250E-01	0.740E-09
1.350E-01	0.777E-09
1.450E-01	0.813E-09
1.550E-01	0.846E-09
1.650E-01	0.878E-09
1.750E-01	0.910E-09
1.850E-01	0.939E-09
1.950E-01	0.968E-09
2.100E-01	0.101E-08
2.300E-01	0.106E-08
2.500E-01	0.111E-08
2.700E-01	0.116E-08
2.900E-01	0.121E-08
3.100E-01	0.126E-08
3.300E-01	0.130E-08
3.500E-01	0.135E-08
3.700E-01	0.140E-08
0.390E-00	0.146E-08
0.420E-00	0.160E-08
0.460E-00	0.162E-08
0.500E-00	0.158E-08
0.540E-00	0.163E-08
0.580E-00	0.169E-08
0.620E-00	0.175E-08
0.660E00	0.181E-08
0.700E00	0.186E-08
0.740E00	0.191E-08
0.780E00	0.196E-08
0.820E00	0.202E-08
0.860E00	0.207E-08
0.900E00	0.214E-08
0.940E00	0.224E-08
0.980E00	0.241E-08
0.105E01	0.245E-08
0.115E01	0.242E-08
0.125E01	0.252E-08
0.135E01	0.261E-08
0.145E01	0.265E-08
0.155E01	0.273E-08
0.165E01	0.283E-08
0.175E01	0.287E-08
0.185E01	0.298E-08
0.195E01	0.300E-08
0.210E01	0.309E-08
0.230E01	0.314E-08
0.250E01	0.326E-08
0.270E01	0.341E-08
0.290E01	0.355E-08
0.310E01	0.368E-08
0.330E01	0.401E-08
0.350E01	0.410E-08
0.370E01	0.420E-08
0.390E01	0.413E-08
0.420E01	0.425E-08
0.460E01	0.425E-08
0.500E01	0.448E-08
0.540E01	0.437E-08
0.580E01	0.457E-08
0.620E01	0.469E-08
0.660E01	0.481E-08
0.700E01	0.501E-08
0.740E01	0.529E-08
0.780E01	0.522E-08
0.820E01	0.517E-08
0.860E01	0.534E-08
9.000E+00	0.544E-08
9.400E+00	0.548E-08
9.800E+00	0.561E-08
1.050E+01	0.574E-08
1.150E+01	0.616E-08
1.250E+01	0.614E-08
1.350E+01	0.638E-08
1.450E+01	0.663E-08
1.550E+01	0.682E-08
1.650E+01	0.691E-08
1.750E+01	0.701E-08
1.850E+01	0.711E-08
1.950E+01	0.724E-08
2.100E+01	0.739E-08
2.300E+01	0.737E-08
2.500E+01	0.733E-08
2.700E+01	0.735E-08
2.900E+01	0.723E-08
